ts,angle_0,angle_1
0.0,-19.16288784764305,-2551.139448355236
0.001999999999995339,-19.163188787204973,-2551.606847314613
0.003999999999997783,-18.886190540692063,-2552.453664785847
0.006000000000000227,-18.886190540692063,-2553.024705820944
0.007999999999995566,-18.88494147886779,-2553.5309691164075
0.00999999999999801,-18.60763094754312,-2554.329482659508
0.012000000000000455,-18.235295451647023,-2554.898078909268
0.013999999999995794,-18.235295451647023,-2555.342809384151
0.015999999999998238,-17.95529750739325,-2556.085584882328
0.018000000000000682,-17.95529750739325,-2556.5502411512766
0.01999999999999602,-17.587047955117256,-2557.1707606242535
0.021999999999998465,-17.582632618250127,-2557.6881118759006
0.02400000000000091,-17.305661462541767,-2558.3015589653664
0.02599999999999625,-17.306144583042588,-2558.9184869453484
0.027999999999998693,-17.02612094639608,-2559.143830789392
0.02999999999999403,-16.74466756699448,-2559.797284328587
0.031999999999996476,-16.65824721271726,-2560.0624788828013
0.03399999999999892,-16.37858851270436,-2560.886161806808
0.03599999999999426,-16.375811742625118,-2561.2766841234725
0.0379999999999967,-16.095877564211087,-2561.7141352498047
0.03999999999999915,-15.814584994667223,-2562.060511101404
0.041999999999994486,-15.734109684298199,-2562.8701624170094
0.04399999999999693,-15.450194088007194,-2562.9808614930726
0.045999999999999375,-15.169432132628875,-2563.35976325568
0.047999999999994714,-15.168400255323249,-2564.103799847521
0.04999999999999716,-14.884655042060876,-2564.4227606718073
0.0519999999999996,-14.884655042060876,-2564.6788785283497
0.05399999999999494,-14.600655473722952,-2565.088792998695
0.055999999999997385,-14.24076181328618,-2565.4617708102514
0.05799999999999983,-13.95745487845272,-2565.7483634362684
0.05999999999999517,-13.95745487845272,-2566.270403502366
0.06199999999999761,-13.671184097922543,-2566.3232359873446
0.06400000000000006,-13.671184097922543,-2566.757851902051
0.0659999999999954,-13.386456970567767,-2566.8107056444005
0.06799999999999784,-13.030596780864292,-2567.395900107138
0.07000000000000028,-12.746722074086588,-2567.415695901916
0.07199999999999562,-12.74583909790434,-2567.839632761282
0.07399999999999807,-12.459085573313226,-2567.939488898596
0.07600000000000051,-12.459085573313226,-2568.0280404212194
0.07799999999999585,-12.172115356946337,-2568.3203775598054
0.0799999999999983,-11.884082183022617,-2568.511675235002
0.08200000000000074,-11.535555379737026,-2568.511675235002
0.08399999999999608,-11.535555379737026,-2568.6819774147298
0.08599999999999852,-11.246755565764763,-2568.8433879143445
0.08800000000000097,-10.95960808707864,-2569.032266657264
0.0899999999999963,-10.95960808707864,-2569.032266657264
0.09199999999999875,-10.669635971761256,-2569.295255875704
0.09399999999999409,-10.327563096243543,-2569.2049160151378
0.09599999999999653,-10.327563096243543,-2569.2965752722735
0.09799999999999898,-10.036941330933807,-2569.295255875704
0.09999999999999432,-9.749896215727645,-2569.031230048343
0.10199999999999676,-9.748516221451442,-2569.256457275488
0.1039999999999992,-9.459439443284337,-2569.295255875704
0.10599999999999454,-9.169504722906979,-2569.2049160151378
0.10799999999999699,-9.169504722906979,-2569.032266657264
0.10999999999999943,-8.878752644451971,-2568.9373260096754
0.11199999999999477,-8.542707697142594,-2569.039448742896
0.11399999999999721,-8.542707697142594,-2568.855589156899
0.11599999999999966,-8.251505864198588,-2568.6819774147298
0.117999999999995,-7.962073742385491,-2568.6661669948858
0.11999999999999744,-7.962073742385491,-2568.198698394259
0.12199999999999989,-7.670002402435877,-2568.2868261115646
0.12399999999999523,-7.379727381437949,-2568.1664938195645
0.12599999999999767,-7.379727381437949,-2567.765836051005
0.1280000000000001,-7.0868436132060175,-2567.5730161409465
0.12999999999999545,-6.795781859844352,-2567.198191848056
0.1319999999999979,-6.795781859844352,-2567.191366177023
0.13400000000000034,-6.502143739100421,-2566.6711845932255
0.13599999999999568,-6.1774513016661565,-2566.293545623603
0.13799999999999812,-6.1774513016661565,-2566.093225478024
0.14000000000000057,-5.883609409043355,-2565.7172318516928
0.1419999999999959,-5.593580153733866,-2565.4582983503633
0.14399999999999835,-5.593580153733866,-2565.0850967377264
0.1460000000000008,-5.299106022055767,-2564.6268186043535
0.14799999999999613,-5.3006884477700895,-2564.2173314457555
0.14999999999999858,-5.008109031407025,-2563.81561740366
0.15200000000000102,-5.008109031407025,-2563.3288154067745
0.15399999999999636,-4.715066823971656,-2562.9101429122006
0.1559999999999988,-4.421937033586298,-2562.6332516939906
0.15799999999999415,-4.421937033586298,-2561.7131738884354
0.1599999999999966,-4.12839439576379,-2561.2766841234725
0.16199999999999903,-4.12839439576379,-2560.912022020667
0.16399999999999437,-3.83477421739308,-2560.448704524058
0.16599999999999682,-3.83477421739308,-2559.8426118760285
0.16799999999999926,-3.5407916509312845,-2559.143830789392
0.1699999999999946,-3.5407916509312845,-2558.6608403767937
