ts,angle_0,angle_1
0.0,160.83711215235695,148.8605516447642
0.0019999999999953,160.83681121279503,148.39315268538712
0.0039999999999977,161.11380945930793,147.5463352141528
0.0060000000000002,161.11380945930793,146.97529417905616
0.0079999999999955,161.1150585211322,146.4690308835925
0.009999999999998,161.39236905245687,145.6705173404921
0.0120000000000004,161.76470454835297,145.10192109073205
0.0139999999999957,161.76470454835297,144.65719061584878
0.0159999999999982,162.04470249260675,143.91441511767198
0.0180000000000006,162.04470249260675,143.44975884872338
0.019999999999996,162.41295204488273,142.82923937574697
0.0219999999999984,162.41736738174987,142.31188812409937
0.0240000000000009,162.69433853745824,141.69844103463356
0.0259999999999962,162.6938554169574,141.08151305465162
0.0279999999999986,162.97387905360392,140.8561692106082
0.029999999999994,163.25533243300552,140.202715671413
0.0319999999999964,163.34175278728273,139.93752111719868
0.0339999999999989,163.62141148729563,139.1138381931919
0.0359999999999942,163.6241882573749,138.72331587652752
0.0379999999999967,163.9041224357889,138.2858647501953
0.0399999999999991,164.18541500533277,137.9394888985962
0.0419999999999944,164.2658903157018,137.1298375829906
0.0439999999999969,164.5498059119928,137.019138506927
0.0459999999999993,164.83056786737112,136.6402367443202
0.0479999999999947,164.83159974467674,135.8962001524792
0.0499999999999971,165.11534495793913,135.57723932819226
0.0519999999999996,165.11534495793913,135.32112147165026
0.0539999999999949,165.39934452627705,134.91120700130477
0.0559999999999973,165.75923818671382,134.53822918974856
0.0579999999999998,166.04254512154728,134.2516365637316
0.0599999999999951,166.04254512154728,133.7295964976338
0.0619999999999976,166.32881590207745,133.67676401265498
0.064,166.32881590207745,133.2421480979492
0.0659999999999954,166.61354302943224,133.1892943555995
0.0679999999999978,166.9694032191357,132.604099892862
0.0700000000000002,167.2532779259134,132.58430409808398
0.0719999999999956,167.25416090209566,132.1603672387182
0.073999999999998,167.54091442668678,132.0605111014038
0.0760000000000005,167.54091442668678,131.97195957878057
0.0779999999999958,167.82788464305366,131.67962244019463
0.0799999999999983,168.11591781697737,131.4883247649982
0.0820000000000007,168.46444462026298,131.4883247649982
0.083999999999996,168.46444462026298,131.31802258527023
0.0859999999999985,168.75324443423523,131.15661208565552
0.0880000000000009,169.04039191292136,130.9677333427362
0.0899999999999963,169.04039191292136,130.9677333427362
0.0919999999999987,169.33036402823873,130.7047441242962
0.093999999999994,169.67243690375645,130.79508398486223
0.0959999999999965,169.67243690375645,130.703424727727
0.0979999999999989,169.96305866906619,130.7047441242962
0.0999999999999943,170.25010378427237,130.96876995165712
0.1019999999999967,170.25148377854856,130.74354272451183
0.1039999999999992,170.54056055671566,130.7047441242962
0.1059999999999945,170.830495277093,130.79508398486223
0.1079999999999969,170.830495277093,130.9677333427362
0.1099999999999994,171.12124735554804,131.06267399032458
0.1119999999999947,171.4572923028574,130.96055125710382
0.1139999999999972,171.4572923028574,131.144410843101
0.1159999999999996,171.74849413580142,131.31802258527023
0.117999999999995,172.03792625761452,131.33383300511423
0.1199999999999974,172.03792625761452,131.80130160574117
0.1219999999999998,172.32999759756413,131.713173888435
0.1239999999999952,172.62027261856204,131.8335061804355
0.1259999999999976,172.62027261856204,132.23416394899505
0.1280000000000001,172.913156386794,132.4269838590535
0.1299999999999954,173.20421814015566,132.801808151944
0.1319999999999979,173.20421814015566,132.80863382297684
0.1340000000000003,173.49785626089957,133.328815406775
0.1359999999999956,173.82254869833383,133.70645437639678
0.1379999999999981,173.82254869833383,133.90677452197588
0.1400000000000005,174.11639059095666,134.28276814830724
0.1419999999999959,174.40641984626615,134.54170164963625
0.1439999999999983,174.40641984626615,134.91490326227358
0.1460000000000008,174.70089397794425,135.37318139564695
0.1479999999999961,174.69931155222991,135.78266855424454
0.1499999999999985,174.99189096859297,136.18438259634013
0.152000000000001,174.99189096859297,136.67118459322546
0.1539999999999963,175.28493317602835,137.08985708779937
0.1559999999999988,175.5780629664137,137.3667483060094
0.1579999999999941,175.5780629664137,138.28682611156455
0.1599999999999966,175.8716056042362,138.72331587652752
0.161999999999999,175.8716056042362,139.08797797933312
0.1639999999999943,176.1652257826069,139.55129547594197
0.1659999999999968,176.1652257826069,140.1573881239715
0.1679999999999992,176.45920834906872,140.8561692106082
0.1699999999999946,176.45920834906872,141.33915962320634
0.171999999999997,176.7532583165687,141.86910022965594
0.1739999999999995,176.7532583165687,142.77569681119348
0.1759999999999948,177.0476197579698,143.26954821224354
0.1779999999999972,177.0476197579698,143.91729128371117
0.1799999999999997,177.357092792976,144.82233482386346
0.181999999999995,177.357092792976,145.4983367658474
0.1839999999999975,177.65127032737172,145.89742375364403
0.1859999999999999,177.6367171614056,146.81115693692755
0.1879999999999952,177.94349776352544,147.4899695257609
0.1899999999999977,177.94349776352544,148.2883106805898
0.1920000000000001,177.94349776352544,149.03430168930163
0.1939999999999955,178.23792935706444,150.0366432608289
0.1959999999999979,178.23792935706444,150.98360731295088
0.1980000000000004,178.23792935706444,151.52712731377187
0.1999999999999957,178.53039561052992,152.4494605543232
0.2019999999999981,178.53039561052992,153.18172733745314
0.2040000000000006,178.53039561052992,154.28523834670023
0.2059999999999959,178.82501932252399,155.0917966882662
0.2079999999999984,178.82501932252399,155.85370805144112
0.2100000000000008,178.82501932252399,156.9652575213031
0.2119999999999962,179.11766365896085,158.02817014437142
0.2139999999999986,179.11766365896085,158.86689311404598
0.2159999999999939,179.11766365896085,159.92725388051304
0.2179999999999964,179.11766365896085,160.70122439469606
0.2199999999999988,179.11766365896085,161.65926665759616
0.2219999999999942,179.41241730540656,162.7341437452069
