,time,X_value,Y_value,Z_value
4057,18.1112,-6.01202,-11.68885,4.24744
4058,18.117,-8.07589,-14.70085,4.73348
4059,18.117,-8.07589,-14.70085,4.73348
4060,18.1173,-8.61939,-15.48378,4.71672
4061,18.1193,-9.15571,-16.25713,4.69757
4062,18.1258,-10.14694,-17.72003,4.58025
4063,18.1259,-10.90592,-18.96266,4.50363
4064,18.1262,-11.23633,-19.49897,4.49405
4065,18.128,-11.72955,-20.3681,4.57785
4066,18.1317,-11.92588,-20.93315,4.5563
4067,18.1318,-11.83969,-21.10074,4.45814
4068,18.1362,-10.61861,-21.2037,3.26579
4069,18.1362,-10.61861,-21.2037,3.26579
4070,18.1372,-10.0775,-21.02892,2.79172
4071,18.1391,-8.81572,-20.39683,1.69036
4072,18.1414,-8.1142,-19.95149,1.05588
4073,18.1431,-6.62496,-18.87886,-0.30647
4074,18.1453,-5.09741,-17.66496,-1.53712
4075,18.1487,-4.34561,-17.00893,-1.96091
4076,18.1493,-2.88989,-15.63222,-2.36315
4077,18.151,-1.55867,-14.3441,-2.32724
4078,18.1563,-0.12211,-12.88838,-2.40146
4079,18.1567,0.1676,-12.53163,-2.5499
4080,18.1579,0.1676,-12.53163,-2.5499
4081,18.1593,0.49801,-12.0001,-3.01918
4082,18.1611,0.61293,-11.65772,-3.50282
4083,18.1631,0.61772,-11.52843,-3.67521
4084,18.1651,0.52435,-11.36083,-3.71113
4085,18.167,0.29928,-11.26985,-3.28495
4086,18.1697,0.21309,-11.16929,-2.89947
4087,18.1714,0.21309,-10.82212,-1.96331
4088,18.1764,0.48364,-10.15172,-0.31844
4089,18.1765,0.62491,-9.90512,0.249
4090,18.1775,0.77335,-9.67766,0.80208
4091,18.1791,0.90264,-9.4933,1.32643
4092,18.1812,1.02714,-9.30415,2.23625
4093,18.1831,1.05588,-9.24908,2.86355
4094,18.185,1.07264,-9.23711,3.08143
4095,18.1872,1.13728,-9.17247,3.3855
4096,18.189,1.24263,-9.19162,3.54592
4097,18.1913,1.30009,-9.30176,3.58423
4098,18.1968,1.77176,-9.49569,3.28734
4099,18.1974,1.77176,-9.49569,3.28734
4100,18.1983,1.88908,-9.51724,3.09819
4101,18.2001,2.09978,-9.59386,2.59061
4102,18.2017,2.18837,-9.64893,2.26259
4103,18.2032,2.2985,-9.84286,1.49403
4104,18.2053,2.31766,-10.10384,0.63448
4105,18.2074,2.28414,-10.25229,0.21788
4106,18.209,2.15245,-10.59467,-0.54829
4107,18.2119,2.05429,-10.79578,-0.85954
4108,18.2168,1.40305,-11.82293,-1.74064
4109,18.2168,1.40305,-11.82293,-1.74064
4110,18.2172,1.23066,-12.06715,-1.87951
4111,18.2199,0.98405,-12.45262,-2.03753
4112,18.2214,0.85476,-12.62022,-2.03274
4113,18.2237,0.81405,-12.64417,-1.99443
4114,18.2263,0.84039,-12.56276,-1.7981
4115,18.2278,0.90025,-12.46938,-1.65923
4116,18.2292,1.01038,-12.23714,-1.24981
4117,18.2313,1.1708,-11.95461,-0.78053
4118,18.2366,1.32164,-11.57632,0.05028
4119,18.2367,1.37192,-11.46379,0.32562
4120,18.2452,1.4198,-11.35605,0.5866
4121,18.2453,1.48445,-11.24591,0.81884
4122,18.2453,1.59938,-10.97057,1.2115
4123,18.2453,1.83162,-10.81494,1.37671
4124,18.2456,2.00401,-10.46777,1.54191
4125,18.2476,2.42061,-10.07271,1.53473
4126,18.2495,2.68877,-9.86441,1.47248
4127,18.2516,3.25861,-9.47415,1.32403
4128,18.2565,4.10858,-8.90431,0.96968
4129,18.2565,4.10858,-8.90431,0.96968
4130,18.2575,4.20195,-8.83248,0.89306
4131,18.2593,4.34561,-8.73671,0.77814
4132,18.2612,4.38631,-8.69601,0.72307
4133,18.263,4.43659,-8.60742,0.57463
4134,18.2655,4.47729,-8.55953,0.48125
4135,18.2687,4.56588,-8.47334,0.24661
4136,18.2695,4.65447,-8.37996,0.00479
4137,18.2724,4.6832,-8.32968,-0.10774
4138,18.2769,4.67123,-8.0711,-0.44055
4139,18.277,4.67123,-8.0711,-0.44055
4140,18.2789,4.6401,-7.98491,-0.49801
4141,18.2791,4.46053,-7.82449,-0.5842
4142,18.2814,4.32645,-7.75984,-0.60096
4143,18.2829,4.03675,-7.62337,-0.59617
4144,18.2856,3.78535,-7.45817,-0.60096
4145,18.2873,3.6393,-7.37437,-0.60096
4146,18.2893,3.39508,-7.24508,-0.68237
4147,18.2911,3.16523,-7.09424,-0.81884
4148,18.2962,2.7199,-6.93861,-0.8787
4149,18.2962,2.7199,-6.93861,-0.8787
4150,18.2969,2.53554,-6.90748,-0.84757
4151,18.299,2.06626,-6.84284,-0.68476
4152,18.3009,1.53234,-6.80453,-0.43815
4153,18.3032,1.28094,-6.7758,-0.31604
4154,18.3051,0.89546,-6.65848,-0.10535
4155,18.3075,0.60336,-6.41905,0.02394
4156,18.3098,0.46928,-6.29215,0.09817
4157,18.3112,0.13647,-6.08146,0.30168
4158,18.3218,-0.60815,-5.75823,0.59857
4159,18.3218,-0.60815,-5.75823,0.59857
4160,18.3219,-0.74941,-5.69837,0.59857
4161,18.3219,-0.86673,-5.64091,0.57463
4162,18.3219,-0.99602,-5.50923,0.5028
4163,18.323,-0.95771,-5.38233,0.44773
4164,18.3261,-0.93856,-5.3512,0.44055
4165,18.3274,-1.05109,-5.40867,0.53153
4166,18.3289,-1.24742,-5.50683,0.74941
4167,18.3315,-1.32403,-5.56429,0.84518
4168,18.3366,-1.33361,-5.54275,1.34319
4169,18.3367,-1.33361,-5.54275,1.34319
4170,18.3378,-1.2115,-5.49007,1.47487
4171,18.3392,-0.81405,-5.38233,1.62571
4172,18.3415,-0.61054,-5.34163,1.6305
4173,18.3431,-0.30168,-5.3536,1.52276
4174,18.3455,-0.16281,-5.45176,1.29051
4175,18.3472,-0.13169,-5.51401,1.18038
4176,18.3493,-0.05507,-5.64331,0.97208
4177,18.3514,-0.00239,-5.73429,0.838
4178,18.3562,0.30407,-6.16526,0.32323
4179,18.3563,0.30407,-6.16526,0.32323
4180,18.358,0.419,-6.25863,0.22746
4181,18.3593,0.6704,-6.42384,0.1269
4182,18.3611,0.85715,-6.64172,0.10535
4183,18.3631,0.95771,-6.76383,0.11253
4184,18.3654,1.16841,-6.98889,0.17957
4185,18.3676,1.33601,-7.07748,0.22267
4186,18.3697,1.44135,-7.20677,0.28492
4187,18.3787,1.62811,-7.32888,0.35675
4188,18.3787,2.0064,-7.78139,0.2921
4189,18.3787,2.0064,-7.78139,0.2921
4190,18.3787,2.08062,-7.90829,0.28013
4191,18.3794,2.14527,-8.04237,0.26337
4192,18.3815,2.24583,-8.33447,0.18436
4193,18.3837,2.3823,-8.56672,0.02873
4194,18.3857,2.44934,-8.6577,-0.06225
4195,18.3875,2.61215,-8.79417,-0.23464
4196,18.3892,2.69595,-8.84924,-0.33999
4197,18.3914,2.81806,-8.9905,-0.53632
4198,18.3964,3.05749,-9.30176,-0.86912
4199,18.3968,3.05749,-9.30176,-0.86912
4200,18.3974,3.12213,-9.37359,-0.92658
4201,18.3992,3.21312,-9.49569,-0.99602
4202,18.4015,3.27297,-9.56273,-1.02475
4203,18.4033,3.39029,-9.68963,-1.10615
4204,18.4069,3.41663,-9.73512,-1.15643
4205,18.4074,3.48367,-9.82131,-1.25221
4206,18.4093,3.56508,-9.89554,-1.31446
4207,18.411,3.57944,-9.91469,-1.33601
4208,18.4163,3.54592,-9.88836,-1.48206
4209,18.4163,3.54592,-9.88836,-1.48206
4210,18.4169,3.52916,-9.85244,-1.54431
4211,18.419,3.49804,-9.75667,-1.66881
4212,18.4212,3.51958,-9.69442,-1.71909
4213,18.4232,3.63211,-9.54597,-1.81486
4214,18.4251,3.79493,-9.36401,-1.87711
4215,18.4271,3.85957,-9.26584,-1.89148
4216,18.429,3.96013,-9.0767,-1.90345
4217,18.431,4.04632,-8.866,-1.86035
4218,18.4362,4.06548,-8.65051,-1.71909
4219,18.4364,4.0583,-8.59066,-1.64966
4220,18.437,4.04154,-8.5332,-1.57543
4221,18.4391,4.0152,-8.47334,-1.49642
4222,18.4411,3.94098,-8.41827,-1.33361
4223,18.4436,3.91703,-8.38475,-1.27375
4224,18.4452,3.8883,-8.34884,-1.18277
4225,18.447,3.87394,-8.34884,-1.07264
4226,18.4489,3.87394,-8.36799,-1.0032
4227,18.451,3.9314,-8.41109,-0.77814
4228,18.4565,4.23787,-8.4901,-0.33999
4229,18.457,4.23787,-8.50686,-0.19394
4230,18.4574,4.3504,-8.5308,-0.05746
4231,18.4593,4.47251,-8.55714,0.06704
4232,18.4611,4.77179,-8.63375,0.38308
4233,18.4636,5.0591,-8.70079,0.74941
4234,18.4655,5.20755,-8.73671,0.9625
4235,18.4677,5.48289,-8.82051,1.39107
4236,18.4693,5.66964,-8.9067,1.73585
4237,18.4715,5.73668,-8.95219,1.8412
4238,18.4766,5.98569,-9.2826,1.69754
4239,18.4767,5.98569,-9.2826,1.69754
4240,18.4777,6.01202,-9.39992,1.55628
4241,18.4791,6.04076,-9.68245,1.1708
4242,18.4815,6.02639,-9.84047,0.94813
4243,18.4842,5.95217,-10.19243,0.52674
4244,18.4853,5.82527,-10.5396,0.15563
4245,18.4878,5.74626,-10.73353,-0.01197
4246,18.4984,5.59542,-11.06394,-0.24422
4247,18.4985,5.40867,-11.18366,-0.26337
4248,18.4986,5.02079,-11.60505,-0.00718
4249,18.4986,5.02079,-11.60505,-0.00718
4250,18.4986,4.8915,-11.65533,0.1652
4251,18.4996,4.63532,-11.67688,0.60096
4252,18.5013,4.48448,-11.55956,1.06066
4253,18.5034,4.45335,-11.46379,1.27136
4254,18.5051,4.42941,-11.18845,1.63768
4255,18.5076,4.46293,-10.791,1.89866
4256,18.5093,4.52757,-10.57551,1.97528
4257,18.5124,4.69038,-10.10623,2.03034
4258,18.5161,5.12135,-9.42387,1.87472
4259,18.5162,5.32008,-9.21796,1.7574
4260,18.5172,5.53317,-9.01923,1.62811
4261,18.5194,5.74147,-8.83248,1.49642
4262,18.5211,6.16526,-8.5308,1.22347
4263,18.524,6.59862,-8.33208,0.94813
4264,18.5253,6.79495,-8.26025,0.80687
4265,18.5276,7.17325,-8.20039,0.50759
4266,18.5296,7.34324,-8.20997,0.35914
4267,18.5318,7.63295,-8.3225,0.10295
4268,18.5361,7.99688,-8.82051,-0.25379
4269,18.5362,7.99688,-8.82051,-0.25379
4270,18.5373,8.03279,-8.98811,-0.28971
4271,18.5395,8.04476,-9.34007,-0.31604
4272,18.541,8.028,-9.52443,-0.30168
4273,18.5431,7.88674,-9.9123,-0.19154
4274,18.5455,7.76224,-10.10145,-0.10295
4275,18.5475,7.44141,-10.46537,0.13169
4276,18.5489,7.0679,-10.75748,0.38787
4277,18.5509,6.84523,-10.90113,0.47407
4278,18.5566,5.65767,-11.39675,0.79969
4279,18.5566,5.30811,-11.52364,0.85476
4280,18.5571,5.30811,-11.52364,0.85476
4281,18.559,4.60898,-11.71758,0.92898
4282,18.561,3.93858,-11.81575,0.96729
4283,18.5633,3.62254,-11.97137,0.97926
4284,18.5691,3.06707,-12.06715,0.95053
4285,18.5691,2.81088,-12.11024,0.92898
4286,18.5694,2.41822,-12.17249,0.86912
4287,18.5709,2.14527,-12.18207,0.88109
4288,18.5764,1.85317,-12.20122,0.98405
4289,18.5765,1.79092,-12.20122,1.03672
4290,18.5775,1.74064,-12.19883,1.09658
4291,18.5793,1.7143,-12.18686,1.16601
4292,18.5814,1.63529,-12.127,1.30967
4293,18.5833,1.60656,-12.05996,1.38629
4294,18.5919,1.506,-11.90912,1.51318
4295,18.592,1.39347,-11.69843,1.58262
4296,18.592,1.33122,-11.5859,1.55388
4297,18.592,1.22108,-11.38957,1.2546
4298,18.5971,1.05109,-11.15732,-0.52195
4299,18.5971,1.05109,-11.15732,-0.52195
4300,18.5977,0.99841,-11.14056,-1.13489
4301,18.5998,0.94095,-11.13577,-1.76458
4302,18.6115,0.76856,-11.10704,-3.00481
4303,18.6136,0.61054,-11.10944,-4.17083
4304,18.6136,0.54589,-11.13338,-4.70714
4305,18.6136,0.37111,-11.24112,-5.605
4306,18.6136,0.15323,-11.44942,-6.11019
4307,18.6137,0.05746,-11.5835,-6.16765
4308,18.617,-0.50519,-12.27784,-4.96573
4309,18.617,-0.50519,-12.27784,-4.96573
4310,18.6178,-0.69673,-12.49572,-4.39589
4311,18.6194,-1.08221,-12.93148,-3.18678
4312,18.6215,-1.29291,-13.15175,-2.57624
4313,18.6279,-1.69754,-13.54202,-1.42699
4314,18.628,-2.02556,-13.85567,-0.42618
4315,18.628,-2.16442,-14.00651,0.02873
4316,18.6291,-2.3823,-14.32255,0.76377
4317,18.6312,-2.48526,-14.67212,1.26178
4318,18.6373,-2.46371,-15.10548,1.67839
4319,18.6374,-2.43498,-15.10548,1.67839
4320,18.6374,-2.43498,-15.25392,1.78613
4321,18.6391,-2.3416,-15.58912,2.01837
4322,18.6412,-2.23386,-15.92432,2.26977
4323,18.643,-2.18358,-16.09431,2.3823
4324,18.6455,-2.0902,-16.40078,2.49962
4325,18.6474,-1.97767,-16.6043,2.59779
4326,18.649,-1.95612,-16.67134,2.61934
4327,18.6508,-1.94894,-16.82217,2.62413
4328,18.6562,-1.93457,-17.05442,2.57145
4329,18.6562,-1.91542,-17.09273,2.52117
4330,18.6572,-1.8819,-17.11428,2.42301
4331,18.659,-1.8412,-17.13104,2.31766
4332,18.6613,-1.75979,-17.17174,2.10936
4333,18.6628,-1.64008,-17.1885,1.84838
4334,18.6651,-1.59459,-17.20526,1.74543
4335,18.6671,-1.48206,-17.22681,1.51558
4336,18.6695,-1.3791,-17.25315,1.39826
4337,18.6711,-1.33601,-17.32018,1.14925
4338,18.6761,-1.18038,-17.42314,0.86433
4339,18.6762,-1.18038,-17.42314,0.86433
4340,18.6771,-1.12291,-17.38483,0.79011
4341,18.679,-1.05109,-17.22202,0.6273
4342,18.6814,-1.0439,-17.13104,0.56505
4343,18.6831,-1.13728,-16.95386,0.40942
4344,18.6856,-1.29291,-16.86048,0.13887
4345,18.6871,-1.35516,-16.62345,-0.01915
4346,18.6888,-1.52755,-16.34811,-0.26816
4347,18.691,-1.60656,-16.21403,-0.38308
4348,18.6977,-1.76458,-15.71602,-0.80926
4349,18.6977,-1.76458,-15.71602,-0.80926
4350,18.6977,-1.71909,-15.53166,-0.9218
4351,18.7001,-1.61374,-15.14139,-1.10615
4352,18.7018,-1.32403,-14.6769,-1.31685
4353,18.7034,-1.10615,-14.4279,-1.4629
4354,18.7057,-0.61533,-13.91313,-1.74543
4355,18.7071,-0.35196,-13.6761,-1.87232
4356,18.7089,0.22027,-13.25471,-2.17879
4357,18.711,0.71589,-12.87641,-2.48286
4358,18.7162,1.26657,-12.37601,-2.82764
4359,18.7163,1.39826,-12.22996,-2.87313
4360,18.7175,1.52994,-12.06715,-2.89707
4361,18.7189,1.67599,-11.88757,-2.90186
4362,18.7209,2.0088,-11.52604,-2.83243
4363,18.7229,2.18118,-11.34407,-2.81567
4364,18.7252,2.49962,-10.97536,-2.77496
4365,18.7274,2.83961,-10.53002,-2.69116
4366,18.7301,2.99045,-10.32172,-2.64807
4367,18.7313,3.33044,-9.89554,-2.61455
4368,18.7365,3.96252,-9.0767,-2.6768
4369,18.7375,3.96252,-9.0767,-2.6768
4370,18.7377,4.07745,-8.90191,-2.72468
4371,18.7446,4.20435,-8.74389,-2.72229
4372,18.7447,4.26181,-8.45179,-2.64567
4373,18.7447,4.2642,-8.26025,-2.37991
4374,18.7456,4.19716,-8.20039,-2.2147
4375,18.752,3.90985,-8.1118,-1.86275
4376,18.752,3.55789,-8.02082,-1.57783
4377,18.752,3.43818,-7.92266,-1.4629
4378,18.7571,3.1796,-7.24029,-1.24742
4379,18.7572,3.1796,-7.24029,-1.24742
4380,18.7581,3.08861,-7.05353,-1.23305
4381,18.7598,3.0527,-6.66327,-1.18038
4382,18.7614,3.15087,-6.41187,-1.15643
4383,18.7632,3.34241,-5.97132,-1.09179
4384,18.7653,3.50761,-5.5619,-0.95771
4385,18.767,3.61536,-5.37515,-0.85236
4386,18.7693,3.88591,-5.05431,-0.62491
4387,18.7714,4.06548,-4.82446,-0.49322
4388,18.7777,4.03914,-4.73109,-0.2514
4389,18.7778,4.03914,-4.73109,-0.2514
4390,18.7779,3.90267,-4.70475,-0.16042
4391,18.7795,3.8045,-4.68799,0.02634
4392,18.7812,3.54592,-4.7263,0.24661
4393,18.7837,3.3855,-4.75742,0.37351
4394,18.7848,3.03833,-4.82925,0.62491
4395,18.787,2.73666,-4.88671,0.85715
4396,18.789,2.61694,-4.87474,0.94334
4397,18.791,2.48286,-4.84122,1.02714
4398,18.7971,2.27935,-4.77658,1.10137
4399,18.7971,2.27935,-4.76461,1.10137
4400,18.7971,2.21949,-4.75024,1.09179
4401,18.799,2.15006,-4.74306,1.07503
4402,18.801,2.05668,-4.73109,1.01517
4403,18.8031,1.95133,-4.74066,0.91222
4404,18.8049,1.89866,-4.75024,0.87391
4405,18.8071,1.77895,-4.78137,0.80208
4406,18.8087,1.61853,-4.78855,0.70392
4407,18.8109,1.54431,-4.76461,0.65843
4408,18.8162,1.45811,-4.67841,0.51956
4409,18.8162,1.45811,-4.67841,0.51956
4410,18.8168,1.49882,-4.65208,0.5028
4411,18.8189,1.57304,-4.59222,0.50998
4412,18.8213,1.60416,-4.56349,0.52913
4413,18.8228,1.66881,-4.51321,0.5435
4414,18.8251,1.68318,-4.46293,0.61772
4415,18.8278,1.67599,-4.4342,0.65603
4416,18.8288,1.63529,-4.36716,0.7111
4417,18.8311,1.62092,-4.32167,0.71828
4418,18.8366,1.42938,-4.15646,0.74941
4419,18.8366,1.42938,-4.15646,0.74941
4420,18.8377,1.34079,-4.10379,0.73504
4421,18.8398,1.13249,-4.03435,0.67279
4422,18.8407,0.92419,-3.95534,0.62012
4423,18.8428,0.81884,-3.90985,0.58181
4424,18.8463,0.62251,-3.84042,0.48604
4425,18.8479,0.52674,-3.78535,0.44055
4426,18.8491,0.38787,-3.66803,0.32802
4427,18.851,0.23703,-3.56029,0.2107
4428,18.8562,0.06225,-3.36156,0.02873
4429,18.8562,0.0,-3.31368,-0.03113
4430,18.8571,-0.05507,-3.26579,-0.0838
4431,18.8592,-0.11014,-3.21551,-0.1269
4432,18.861,-0.22267,-3.12692,-0.19633
4433,18.8631,-0.31604,-3.08861,-0.31365
4434,18.8655,-0.34956,-3.0096,-0.36872
4435,18.8674,-0.43097,-2.96411,-0.44534
4436,18.8693,-0.47407,-2.94017,-0.47646
4437,18.8709,-0.51956,-2.86355,-0.59139
4438,18.8782,-0.61054,-2.78694,-0.7925
4439,18.8782,-0.61054,-2.78694,-0.7925
4440,18.8782,-0.62012,-2.77018,-0.86433
4441,18.8794,-0.59617,-2.70792,-0.98644
4442,18.8812,-0.5866,-2.68877,-1.05109
4443,18.8853,-0.51716,-2.67919,-1.18756
4444,18.8857,-0.44055,-2.6768,-1.25699
4445,18.8873,-0.25858,-2.69116,-1.40783
4446,18.8934,-0.01437,-2.7199,-1.55388
4447,18.8934,0.14126,-2.74863,-1.6305
4448,18.8963,0.76856,-2.93299,-1.84838
4449,18.8963,0.76856,-2.93299,-1.84838
4450,18.897,0.9601,-2.97608,-1.87472
4451,18.8988,1.31925,-3.11256,-1.88669
4452,18.9008,1.48684,-3.19396,-1.87951
4453,18.9027,1.83162,-3.35438,-1.86275
4454,18.9051,2.17161,-3.53395,-1.89627
4455,18.9075,2.32245,-3.62972,-1.925
4456,18.9087,2.64328,-3.83323,-1.98007
4457,18.9107,2.94496,-4.02956,-2.02795
4458,18.917,3.6393,-4.32885,-2.32005
4459,18.917,3.6393,-4.32885,-2.32005
4460,18.9173,3.78535,-4.41265,-2.39188
4461,18.9188,3.90027,-4.49405,-2.48286
4462,18.9212,4.10139,-4.67123,-2.6337
4463,18.9231,4.19956,-4.767,-2.6768
4464,18.9251,4.28096,-5.02558,-2.76778
4465,18.9275,4.25941,-5.33205,-2.88271
4466,18.9291,4.25702,-5.48289,-2.98805
4467,18.9307,4.29533,-5.83006,-3.22988
4468,18.9368,4.35279,-6.41905,-3.62014
4469,18.9368,4.33603,-6.64651,-3.74704
4470,18.9377,4.35279,-6.87396,-3.93619
4471,18.9402,4.39828,-7.11818,-4.16843
4472,18.9412,4.52039,-7.64013,-4.67602
4473,18.9429,4.49166,-8.31771,-5.09741
4474,18.9449,4.45575,-8.73671,-5.34881
4475,18.947,4.54433,-9.56273,-6.18441
4476,18.9487,4.73588,-10.39594,-7.30254
4477,18.951,4.88911,-10.81733,-7.83407
4478,18.9561,5.83006,-12.52924,-9.05275
4479,18.9562,5.83006,-12.52924,-9.05275
4480,18.9568,6.11977,-12.965,-8.99768
4481,18.9589,6.75904,-13.8437,-8.37996
4482,18.9611,7.22832,-14.2627,-7.84364
4483,18.9628,8.41348,-15.04802,-6.33525
4484,18.965,9.64653,-15.81179,-4.53236
4485,18.9676,10.22116,-16.22121,-3.68479
4486,18.9696,11.16929,-17.1478,-2.28414
4487,18.9709,11.4183,-17.72003,-1.81007
4488,18.9766,11.02085,-20.49739,-1.34558
4489,18.9769,11.02085,-20.49739,-1.34558
4490,18.9781,10.66649,-21.16778,-1.53712
4491,18.9793,9.94582,-22.29309,-2.2578
4492,18.9835,9.40711,-23.08799,-3.22988
4493,18.9854,9.22035,-23.37291,-3.70873
4494,18.9854,8.92825,-23.68417,-4.55391
4495,18.9872,8.67446,-23.72966,-5.26022
4496,18.9913,8.53798,-23.55009,-5.57627
4497,18.9929,8.32968,-23.00659,-6.19878
4498,18.9967,8.22194,-21.40482,-6.95058
4499,18.9968,8.25785,-20.67456,-7.10621
4500,18.9973,8.31532,-19.85812,-7.20198
4501,18.9998,8.41348,-18.95308,-7.22832
4502,19.001,8.63136,-16.95386,-7.12297
4503,19.0061,8.70798,-14.88999,-6.87157
4504,19.0061,8.64573,-13.8844,-6.6489
4505,19.0075,8.24349,-12.00729,-6.00484
4506,19.0132,7.87477,-11.1645,-5.57627
4507,19.0132,6.91706,-9.704,-4.55391
4508,19.016,4.4342,-7.8604,-1.99922
4509,19.019,4.4342,-7.8604,-1.99922
4510,19.019,3.67521,-7.62577,-1.33361
4511,19.019,2.09978,-7.46295,0.07901
4512,19.0219,1.27136,-7.54436,0.83321
4513,19.0239,-0.34717,-7.99927,2.32484
4514,19.026,-1.13728,-8.3632,2.97369
4515,19.028,-2.74623,-9.37119,3.91225
4516,19.0288,-4.2666,-10.70001,4.44856
4517,19.0352,-4.95615,-11.42787,4.60658
4518,19.0378,-7.73111,-14.99774,5.14769
4519,19.0392,-7.73111,-14.99774,5.14769
4520,19.0392,-8.38954,-15.98657,5.28656
4521,19.0395,-9.64414,-17.99537,5.25304
4522,19.0424,-10.63058,-18.96745,4.69757
4523,19.0442,-11.00409,-20.67456,4.22829
4524,19.045,-11.53801,-21.94353,3.21312
4525,19.0467,-11.66012,-22.33619,2.79651
4526,19.0488,-11.56435,-22.59477,2.26738
4527,19.0509,-11.03761,-22.1231,2.13809
4528,19.0557,-9.39274,-20.38007,2.0495
4529,19.0558,-8.62418,-19.58517,1.90584
4530,19.0568,-7.80773,-18.71365,1.66642
4531,19.0586,-6.95537,-17.7727,1.35995
4532,19.0609,-5.23867,-15.82376,0.668
4533,19.0633,-4.41504,-14.86366,0.34478
4534,19.0647,-3.0096,-13.0464,-0.15323
4535,19.0669,-2.00161,-11.5404,-0.62969
4536,19.0689,-1.6712,-10.92508,-0.82124
4537,19.0708,-1.31685,-9.97934,-1.07024
4538,19.0769,-1.36234,-9.0312,-0.95053
4539,19.0769,-1.36234,-9.0312,-0.95053
4540,19.0777,-1.46051,-8.95459,-1.07264
4541,19.0789,-1.56586,-8.93783,-1.34798
4542,19.0821,-1.7981,-9.115,-2.36075
4543,19.0842,-2.01119,-9.4502,-3.67282
4544,19.0858,-2.10457,-9.68005,-4.25223
4545,19.0871,-2.27935,-10.17088,-4.92502
4546,19.0896,-2.45892,-10.55875,-4.72151
4547,19.0911,-2.54511,-10.70001,-4.29772
4548,19.0964,-2.62173,-11.13098,-1.4222
4549,19.0964,-2.62173,-11.13098,-1.4222
4550,19.0972,-2.54033,-11.16211,-0.65603
4551,19.0989,-2.20992,-11.13577,0.77814
4552,19.101,-1.9657,-11.09746,1.44135
4553,19.1031,-1.35995,-10.94902,2.69116
4554,19.1058,-0.63448,-10.77424,3.81169
4555,19.1073,-0.27774,-10.70959,4.25223
4556,19.1093,0.419,-10.64734,4.86756
4557,19.1109,1.07024,-10.65213,5.03037
4558,19.1163,1.94415,-10.88916,4.66644
4559,19.1178,2.15724,-10.88916,4.46532
4560,19.1179,2.15724,-10.98733,4.46532
4561,19.1193,2.50681,-11.21478,3.98886
4562,19.1211,2.89707,-11.34886,3.39029
4563,19.1228,3.11495,-11.34168,3.06707
4564,19.129,3.40945,-11.27703,2.42061
4565,19.1291,3.56268,-11.18845,1.75979
4566,19.1291,3.56747,-11.1669,1.43656
4567,19.134,3.38072,-11.19084,0.84039
4568,19.1361,2.95214,-11.29858,-0.01915
4569,19.1361,2.77496,-11.33929,-0.26337
4570,19.1372,2.58582,-11.38238,-0.48604
4571,19.1391,2.39427,-11.42069,-0.69434
4572,19.141,2.06626,-11.44224,-1.06306
4573,19.1463,1.76458,-11.32013,-1.29291
4574,19.1464,1.62332,-11.23154,-1.35037
4575,19.147,1.41502,-10.98733,-1.35516
4576,19.1547,1.34798,-10.82212,-1.31925
4577,19.1547,1.28573,-10.43186,-1.18277
4578,19.1569,1.18038,-9.51964,-0.64645
4579,19.1588,1.18038,-9.51964,-0.64645
4580,19.1593,1.17798,-9.27781,-0.48364
4581,19.1593,1.21629,-8.80135,-0.16281
4582,19.1607,1.25699,-8.57629,-0.01676
4583,19.1635,1.36953,-8.17405,0.22027
4584,19.165,1.46051,-7.99448,0.40703
4585,19.1671,1.50839,-7.64731,0.48604
4586,19.1689,1.62811,-7.34803,0.63688
4587,19.1713,1.73585,-7.21395,0.69913
4588,19.1767,2.28174,-6.79016,0.69913
4589,19.1767,2.28174,-6.79016,0.69913
4590,19.1774,2.44934,-6.70876,0.63688
4591,19.1793,2.77257,-6.57707,0.49801
4592,19.1808,3.04073,-6.47412,0.38787
4593,19.1828,3.16044,-6.41426,0.35196
4594,19.1852,3.42621,-6.29215,0.27295
4595,19.1869,3.58902,-6.2299,0.22985
4596,19.1889,3.90746,-6.15807,0.11493
4597,19.1912,4.16125,-6.16765,-0.05028
4598,19.1977,4.28815,-6.37835,-0.28013
4599,19.1977,4.26181,-6.51003,-0.33999
4600,19.1977,4.19716,-6.64411,-0.38069
4601,19.1997,4.11576,-6.78298,-0.4166
4602,19.2012,3.94816,-7.02959,-0.47885
4603,19.203,3.86436,-7.12057,-0.51716
4604,19.2058,3.65606,-7.27381,-0.62969
4605,19.2078,3.431,-7.41267,-0.70871
4606,19.2095,3.31128,-7.46774,-0.71589
4607,19.211,3.05031,-7.52521,-0.72786
4608,19.216,2.36075,-7.4031,-0.69913
4609,19.216,2.36075,-7.4031,-0.69913
4610,19.2169,2.16921,-7.33606,-0.68237
4611,19.2195,1.7574,-7.27141,-0.66561
4612,19.2211,1.58022,-7.13494,-0.64406
4613,19.2234,1.30009,-6.99368,-0.63448
4614,19.2251,1.17798,-6.91467,-0.60815
4615,19.2272,0.93137,-6.78777,-0.47646
4616,19.2291,0.60096,-6.68003,-0.14366
4617,19.2314,0.42618,-6.62256,0.05028
4618,19.2363,0.24661,-6.28258,0.6704
4619,19.2364,0.24661,-6.28258,0.6704
4620,19.2373,0.27534,-6.19159,0.78532
4621,19.2393,0.29928,-6.04315,1.0032
4622,19.2417,0.29689,-5.95456,1.13489
4623,19.2441,0.27534,-5.75823,1.32643
4624,19.245,0.22267,-5.63852,1.42938
