,time,X_value,Y_value,Z_value
6032,22.0622,-0.78293,-6.22751,1.41262
6033,22.0631,-0.42379,-6.32089,1.37671
6034,22.0662,-0.10056,-6.45497,1.31446
6035,22.0671,0.03352,-6.53876,1.2977
6036,22.0687,0.24182,-6.71355,1.29051
6037,22.071,0.419,-6.88593,1.2546
6038,22.0765,0.59139,-7.14452,1.14686
6039,22.0765,0.59139,-7.14452,1.14686
6040,22.0771,0.668,-7.33845,1.05348
6041,22.0786,0.70392,-7.45338,0.98884
6042,22.0809,0.82363,-7.71914,0.82363
6043,22.0832,0.9218,-7.85083,0.73265
6044,22.0847,1.16841,-8.11659,0.53153
6045,22.0898,1.44375,-8.29377,0.36154
6046,22.0898,1.59459,-8.39672,0.29928
6047,22.091,1.89866,-8.58108,0.16999
6048,22.0961,2.35357,-8.82769,-0.02394
6049,22.0961,2.35357,-8.82769,-0.02394
6050,22.0969,2.45892,-8.87079,-0.08619
6051,22.0986,2.55469,-8.91389,-0.15084
6052,22.1008,2.71511,-9.02642,-0.32323
6053,22.1028,2.88989,-9.17486,-0.51237
6054,22.1047,2.97608,-9.27063,-0.61054
6055,22.1067,3.14129,-9.50048,-0.80208
6056,22.1086,3.30649,-9.69921,-0.92658
6057,22.1106,3.38072,-9.79019,-0.98405
6058,22.1158,3.56508,-10.02962,-1.15643
6059,22.1166,3.56508,-10.02962,-1.15643
6060,22.1166,3.60099,-10.07271,-1.18756
6061,22.1185,3.70155,-10.08708,-1.23545
6062,22.1207,3.74225,-10.0799,-1.23066
6063,22.1229,3.79732,-10.09666,-1.23066
6064,22.1249,3.82366,-10.1206,-1.2977
6065,22.1267,3.81647,-10.1206,-1.34319
6066,22.129,3.8069,-10.08469,-1.43896
6067,22.1309,3.86915,-10.06074,-1.48684
6068,22.136,4.08942,-9.95539,-1.65923
6069,22.1366,4.08942,-9.95539,-1.65923
6070,22.1369,4.1804,-9.90512,-1.69754
6071,22.1394,4.28815,-9.7447,-1.7167
6072,22.1408,4.28815,-9.63696,-1.53952
6073,22.1426,4.25702,-9.61541,-1.36953
6074,22.1453,4.14688,-9.61062,-0.98884
6075,22.1469,4.03196,-9.59625,-0.70871
6076,22.1488,3.98168,-9.58428,-0.65364
6077,22.151,3.90506,-9.56992,-0.60815
6078,22.1563,3.83084,-9.49569,-0.81645
6079,22.1566,3.83084,-9.49569,-0.81645
6080,22.1567,3.82605,-9.4933,-0.88349
6081,22.159,3.81887,-9.48851,-0.94334
6082,22.1611,3.79971,-9.47175,-1.03433
6083,22.1644,3.7638,-9.45978,-1.02714
6084,22.1656,3.7638,-9.43823,-0.98644
6085,22.1669,3.73028,-9.44063,-0.7925
6086,22.177,3.7207,-9.4502,-0.63688
6087,22.177,3.70873,-9.43105,-0.2514
6088,22.177,3.80929,-9.4095,0.80448
6089,22.177,3.80929,-9.4095,0.80448
6090,22.1771,3.86436,-9.43105,1.04151
6091,22.1794,3.96971,-9.52921,1.48684
6092,22.1808,4.04632,-9.58668,1.69994
6093,22.1826,4.2235,-9.71836,2.04232
6094,22.1874,4.31927,-9.79498,2.19794
6095,22.1884,4.52997,-10.00807,2.37751
6096,22.189,4.7263,-10.30735,2.35118
6097,22.1906,4.82925,-10.46537,2.27217
6098,22.1959,5.1022,-11.18366,1.63529
6099,22.1959,5.1022,-11.18366,1.63529
6100,22.1971,5.12854,-11.3752,1.41023
6101,22.1986,5.10938,-11.74631,0.91222
6102,22.2007,5.0184,-11.90433,0.45252
6103,22.2041,4.9346,-12.17489,0.25379
6104,22.2045,4.7263,-12.40713,-0.03831
6105,22.207,4.58025,-12.49572,-0.11732
6106,22.2086,4.27857,-12.61065,-0.18915
6107,22.2113,3.9745,-12.65135,-0.07183
6108,22.2167,3.66563,-12.52924,0.36632
6109,22.2167,3.61775,-12.43347,0.5435
6110,22.2171,3.58423,-12.30178,0.72547
6111,22.2188,3.57226,-12.14616,0.91222
6112,22.2211,3.62493,-11.74871,1.22826
6113,22.2224,3.68479,-11.51646,1.32882
6114,22.2245,3.87394,-11.02324,1.43178
6115,22.2266,4.17562,-10.53481,1.41262
6116,22.2284,4.37195,-10.2858,1.35277
6117,22.2304,4.82686,-9.79258,1.13489
6118,22.2365,5.84203,-9.12219,0.51477
6119,22.2365,5.84203,-8.94022,0.51477
6120,22.237,6.08146,-8.7822,0.36154
6121,22.2386,6.33286,-8.64573,0.2107
6122,22.2405,6.87636,-8.46376,-0.11493
6123,22.2425,7.36239,-8.41348,-0.35675
6124,22.2448,7.5683,-8.4063,-0.44055
6125,22.2468,7.96815,-8.47573,-0.50998
6126,22.2487,8.27222,-8.60742,-0.40463
6127,22.2504,8.37757,-8.69361,-0.28971
6128,22.2564,8.5739,-9.03839,0.45731
6129,22.2564,8.5739,-9.03839,0.45731
6130,22.257,8.58108,-9.10303,0.66321
6131,22.2586,8.54277,-9.20838,1.08461
6132,22.2609,8.4901,-9.26105,1.27615
6133,22.2626,8.25307,-9.38316,1.6712
6134,22.2651,7.80534,-9.4526,1.91303
6135,22.2671,7.55633,-9.47175,1.95852
6136,22.2689,6.96495,-9.53879,1.95133
6137,22.2714,6.33525,-9.6202,1.78852
6138,22.2761,5.34881,-9.74709,1.31446
6139,22.2765,5.34881,-9.74709,1.31446
6140,22.2767,5.0591,-9.79498,1.14925
6141,22.2787,4.48687,-9.88117,0.84518
6142,22.2807,3.95534,-9.95539,0.60336
6143,22.2831,3.7231,-9.9937,0.50759
6144,22.2852,3.28734,-10.06314,0.38069
6145,22.2874,2.87074,-10.12778,0.31844
6146,22.2886,2.66004,-10.15412,0.32083
6147,22.2907,2.24344,-10.20919,0.33999
6148,22.2964,1.5898,-10.26186,0.19154
6149,22.2965,1.3815,-10.26665,0.07901
6150,22.2969,1.19474,-10.26665,-0.06943
6151,22.299,1.01996,-10.27144,-0.25858
6152,22.3124,0.76377,-10.28102,-0.79969
6153,22.3125,0.55787,-10.34087,-1.5036
6154,22.3125,0.47407,-10.3696,-1.89866
6155,22.3126,0.27534,-10.43664,-2.71032
6156,22.3126,0.17239,-10.48692,-3.12932
6157,22.3126,-0.02155,-10.62579,-3.95055
6158,22.3157,-0.37351,-10.9969,-5.16206
6159,22.3157,-0.37351,-10.9969,-5.16206
6160,22.3167,-0.45252,-11.15493,-5.28416
6161,22.3185,-0.57463,-11.52843,-5.23867
6162,22.3209,-0.63209,-11.74152,-5.04713
6163,22.3243,-0.76617,-12.1677,-4.41983
6164,22.3261,-0.93856,-12.55079,-3.5555
6165,22.3273,-1.0032,-12.76388,-3.09819
6166,22.3286,-1.18517,-13.27147,-2.18597
6167,22.3312,-1.28094,-13.53244,-1.72627
6168,22.3367,-1.47727,-14.47339,0.03591
6169,22.3367,-1.5036,-14.70803,0.42618
6170,22.339,-1.5036,-14.70803,0.42618
6171,22.339,-1.49403,-15.14618,1.12052
6172,22.3413,-1.47727,-15.60109,1.73345
6173,22.3431,-1.46051,-15.83573,1.98246
6174,22.3452,-1.41262,-16.25234,2.32005
6175,22.3471,-1.3791,-16.42951,2.44455
6176,22.3485,-1.28573,-16.69288,2.58342
6177,22.3505,-1.15404,-16.94428,2.6337
6178,22.3563,-1.07503,-17.28427,2.57624
6179,22.3564,-1.05109,-17.36089,2.51159
6180,22.3574,-1.03193,-17.42793,2.41582
6181,22.3586,-1.02954,-17.48539,2.31048
6182,22.3608,-1.04869,-17.54764,2.09978
6183,22.3631,-1.07024,-17.57158,2.01119
6184,22.3713,-1.09897,-17.61229,1.8412
6185,22.3713,-1.07742,-17.65538,1.60656
6186,22.3713,-1.06785,-17.68172,1.47966
6187,22.3713,-1.04869,-17.77749,1.23784
6188,22.3767,-1.09897,-17.96664,1.0056
6189,22.3767,-1.09897,-17.96664,1.0056
6190,22.377,-1.10376,-17.99058,0.95532
6191,22.3784,-1.06545,-18.01452,0.83081
6192,22.3806,-1.0463,-18.09593,0.73744
6193,22.3824,-1.06066,-18.1917,0.55068
6194,22.3844,-1.09897,-18.19888,0.46449
6195,22.3865,-1.14925,-18.11508,0.23464
6196,22.3883,-1.14686,-17.80862,-0.03352
6197,22.3904,-1.13249,-17.62426,-0.16281
6198,22.3962,-1.35037,-16.91555,-0.42379
6199,22.3962,-1.35037,-16.91555,-0.42379
6200,22.3973,-1.43417,-16.72161,-0.44294
6201,22.3987,-1.53234,-16.2667,-0.49322
6202,22.4005,-1.46051,-15.97939,-0.56505
6203,22.4024,-1.18277,-15.33533,-0.73744
6204,22.4045,-0.86194,-14.70564,-0.94813
6205,22.4072,-0.67279,-14.43029,-1.11573
6206,22.4094,-0.21309,-13.91792,-1.53473
6207,22.4106,0.26337,-13.45822,-2.04232
6208,22.4161,1.14207,-12.89556,-2.57624
6209,22.419,1.44375,-12.70163,-2.70792
6210,22.4265,1.44375,-12.70163,-2.70792
6211,22.4266,1.8819,-12.35206,-2.83961
6212,22.4266,2.30569,-11.93546,-2.8875
6213,22.4266,2.54272,-11.70322,-2.91623
6214,22.4266,3.02157,-11.27703,-2.9282
6215,22.4266,3.40466,-10.91789,-2.82764
6216,22.432,3.5986,-10.73353,-2.74384
6217,22.432,4.08224,-10.30735,-2.58821
6218,22.4357,4.81489,-9.62977,-2.44455
6219,22.4368,5.03995,-9.37837,-2.38709
6220,22.437,5.23388,-9.13416,-2.3416
6221,22.4394,5.39909,-8.91628,-2.31048
6222,22.4407,5.54514,-8.60742,-2.25541
6223,22.4429,5.36796,-8.50207,-2.15485
6224,22.4448,5.20755,-8.45179,-2.06626
6225,22.4468,4.73827,-8.35602,-1.82204
6226,22.4484,4.24744,-8.2818,-1.61614
6227,22.4507,4.0559,-8.06631,-1.54191
6228,22.4554,3.79253,-7.41986,-1.47248
6229,22.4554,3.79253,-7.41986,-1.47248
6230,22.4564,3.75422,-7.29296,-1.44614
6231,22.4584,3.68718,-7.0679,-1.32403
6232,22.4606,3.61296,-6.99368,-1.24742
6233,22.4624,3.44057,-6.87875,-1.05348
6234,22.4654,3.34241,-6.74467,-0.81645
6235,22.4663,3.29213,-6.66087,-0.70631
6236,22.4685,3.23706,-6.47412,-0.57702
6237,22.4708,3.2203,-6.36877,-0.53153
6238,22.4754,3.03115,-6.08625,-0.33999
6239,22.4754,3.03115,-6.08625,-0.33999
6240,22.4763,2.94735,-6.05033,-0.2921
6241,22.4783,2.76299,-5.9785,-0.17239
6242,22.4811,2.58821,-5.93062,-0.04789
6243,22.4828,2.51399,-5.92344,0.03831
6244,22.4847,2.40385,-5.90189,0.20351
6245,22.4866,2.344,-5.88273,0.2921
6246,22.4887,2.24104,-5.83964,0.48604
6247,22.4907,2.07344,-5.78936,0.68237
6248,22.4965,1.73345,-5.7702,0.94813
6249,22.4965,1.60895,-5.75344,1.01278
6250,22.4972,1.506,-5.72232,1.06545
6251,22.4991,1.43178,-5.69359,1.11334
6252,22.501,1.28812,-5.62655,1.1708
6253,22.5035,1.12291,-5.60021,1.17798
6254,22.5046,1.03912,-5.53317,1.18756
6255,22.5067,0.84039,-5.50204,1.1277
6256,22.5089,0.74941,-5.49247,1.08221
6257,22.5155,0.52674,-5.43261,0.96968
6258,22.5164,0.29928,-5.28177,0.73744
6259,22.5165,0.29928,-5.28177,0.73744
6260,22.517,0.25619,-5.24107,0.66082
6261,22.5186,0.19394,-5.12375,0.5435
6262,22.5214,0.19872,-5.06629,0.47167
6263,22.5227,0.249,-4.96573,0.33999
6264,22.5246,0.27774,-4.92981,0.2945
6265,22.5264,0.36872,-4.85798,0.20112
6266,22.5284,0.44055,-4.79813,0.11493
6267,22.5307,0.46688,-4.76221,0.09817
6268,22.5366,0.51237,-4.58504,0.01197
6269,22.5367,0.51237,-4.58504,0.01197
6270,22.5369,0.47646,-4.53955,0.02634
6271,22.5384,0.38787,-4.41983,0.08619
6272,22.5408,0.34478,-4.34082,0.10295
6273,22.5426,0.2514,-4.19716,0.11971
6274,22.5451,0.18675,-4.06308,0.14605
6275,22.5464,0.15084,-3.99365,0.14366
6276,22.5483,0.09577,-3.85478,0.10535
6277,22.5506,0.06943,-3.71352,0.02155
6278,22.561,0.05507,-3.49325,-0.14845
6279,22.561,0.05507,-3.49325,-0.14845
6280,22.5613,0.07662,-3.38072,-0.2945
6281,22.5613,0.07183,-3.33762,-0.36632
6282,22.5613,0.05986,-3.25861,-0.5028
6283,22.5624,0.05986,-3.21312,-0.57941
6284,22.568,0.0407,-3.12692,-0.75899
6285,22.568,-0.00718,-3.11256,-0.91461
6286,22.5698,-0.03113,-3.11256,-0.97447
6287,22.5715,-0.07183,-3.08143,-1.05109
6288,22.576,0.06225,-3.01679,-1.0894
6289,22.5761,0.06225,-3.01679,-1.0894
6290,22.577,0.10295,-3.03115,-1.12052
6291,22.5783,0.15563,-3.03833,-1.15883
6292,22.5803,0.28013,-3.05749,-1.21869
6293,22.5824,0.43336,-3.10537,-1.24742
6294,22.5859,0.49083,-3.1365,-1.24981
6295,22.5866,0.60575,-3.21312,-1.35516
6296,22.5889,0.74941,-3.3041,-1.47966
6297,22.5908,0.83081,-3.34959,-1.51318
6298,22.5962,1.25221,-3.48846,-1.47727
6299,22.5962,1.25221,-3.48846,-1.47727
6300,22.5968,1.31206,-3.56268,-1.45572
6301,22.5985,1.47008,-3.69915,-1.45093
6302,22.6008,1.53952,-3.76141,-1.46051
6303,22.6025,1.66402,-3.91943,-1.49882
6304,22.6051,1.85796,-4.02238,-1.57064
6305,22.6072,1.97049,-4.0583,-1.62092
6306,22.6087,2.15245,-4.18759,-1.73106
6307,22.6106,2.22907,-4.25463,-1.7981
6308,22.6156,2.43977,-4.54912,-1.94176
6309,22.6156,2.43977,-4.54912,-1.94176
6310,22.6164,2.47329,-4.63532,-1.96091
6311,22.6196,2.49723,-4.80052,-2.01598
6312,22.6213,2.52357,-4.95854,-2.12133
6313,22.6222,2.53075,-5.04713,-2.15964
6314,22.6246,2.58821,-5.21234,-2.32005
6315,22.6267,2.7582,-5.28416,-2.53075
6316,22.6284,2.84679,-5.4374,-2.63849
6317,22.6304,3.01918,-5.71274,-2.85876
6318,22.6364,3.08861,-6.25385,-3.21072
6319,22.6365,3.08143,-6.46694,-3.34241
6320,22.6375,3.10537,-6.6896,-3.48128
6321,22.6391,3.17241,-6.90988,-3.62972
6322,22.6409,3.35677,-7.32169,-3.95055
6323,22.6426,3.56747,-7.74548,-4.31688
6324,22.6446,3.70873,-7.96815,-4.50603
6325,22.6463,3.95534,-8.48292,-4.94657
6326,22.6485,4.07266,-8.74389,-5.21952
6327,22.6513,4.42941,-9.26345,-5.86597
6328,22.6574,5.22431,-10.56594,-7.21634
6329,22.6574,5.22431,-10.56594,-7.21634
6330,22.6605,5.46613,-10.93226,-7.54915
6331,22.6606,6.0623,-11.6242,-8.0304
6332,22.6609,6.43342,-11.9594,-8.07349
6333,22.665,7.2762,-12.63219,-7.88674
6334,22.6658,7.78858,-12.96979,-7.69759
6335,22.668,8.97374,-13.60666,-6.96495
6336,22.6696,10.19482,-14.26509,-5.83485
6337,22.678,10.83409,-14.59071,-5.15248
6338,22.6781,12.68966,-16.1015,-2.15485
6339,22.6781,12.68966,-16.1015,-2.15485
6340,22.6781,12.85247,-16.56838,-1.52994
6341,22.6791,12.79022,-17.63623,-0.73025
6342,22.6809,12.20601,-18.21804,-0.59139
6343,22.6835,11.78462,-19.3194,-0.81645
6344,22.6844,11.00648,-20.09754,-1.6712
6345,22.687,10.68325,-20.35134,-2.23625
6346,22.6895,10.18285,-20.63386,-3.39508
6347,22.6907,9.79737,-20.63386,-4.37434
6348,22.6966,9.05754,-19.76953,-5.62894
6349,22.6967,9.05754,-19.76953,-5.62894
6350,22.6967,8.88276,-19.37447,-5.8133
6351,22.6992,8.71277,-18.92435,-5.94738
6352,22.7004,8.43264,-17.80622,-6.05033
6353,22.7035,8.32968,-17.15258,-6.01202
6354,22.7049,8.07828,-15.73757,-5.85161
6355,22.7068,7.73351,-14.22439,-5.65049
6356,22.7087,7.52281,-13.43906,-5.48528
6357,22.7103,6.941,-11.90194,-4.98967
6358,22.7159,5.13811,-9.37837,-3.53634
6359,22.7159,5.13811,-9.37837,-3.53634
6360,22.7166,4.5994,-8.91867,-3.05509
6361,22.719,4.0583,-8.54756,-2.45174
6362,22.7212,2.96172,-8.0304,-1.41262
6363,22.723,1.73585,-7.88914,-0.5842
6364,22.7253,1.11334,-7.98012,-0.20351
6365,22.7274,-0.2107,-8.50207,0.45731
6366,22.7293,-1.56825,-9.40232,1.04869
6367,22.7312,-2.21949,-9.92906,1.31446
6368,22.7365,-4.50124,-12.39995,2.48526
6369,22.7366,-4.50124,-12.39995,2.48526
6370,22.7377,-5.00164,-13.05598,2.78694
6371,22.7401,-5.98329,-14.44705,3.28495
6372,22.7409,-6.44539,-15.14858,3.42381
6373,22.7434,-7.22832,-16.4774,3.43818
6374,22.7452,-8.00167,-17.77749,3.1796
6375,22.7478,-8.3225,-18.3593,3.04791
6376,22.7496,-8.78938,-19.29786,2.89228
6377,22.7513,-8.9905,-19.60432,2.95214
6378,22.7563,-8.64573,-19.85812,3.15326
6379,22.7563,-8.64573,-19.85812,3.15326
6380,22.7577,-8.38954,-19.70009,3.12692
6381,22.7592,-7.73351,-19.19011,2.89228
6382,22.7616,-6.89551,-18.36409,2.57145
6383,22.763,-6.43581,-17.85411,2.37991
6384,22.7657,-5.50204,-16.75513,1.89866
6385,22.767,-4.66165,-15.61785,1.28573
6386,22.7693,-4.27378,-15.07435,0.95532
6387,22.7708,-3.62733,-14.05439,0.25379
6388,22.7758,-2.76778,-12.69684,-0.88588
6389,22.7758,-2.52596,-12.31615,-1.30488
6390,22.7766,-2.31048,-11.96419,-1.74543
6391,22.7867,-2.11654,-11.64575,-2.19076
6392,22.7867,-1.80289,-11.14056,-3.03115
6393,22.7867,-1.53712,-10.80536,-3.73986
6394,22.7868,-1.42459,-10.69762,-3.98168
6395,22.7873,-1.25939,-10.54918,-4.11336
6396,22.7954,-1.21629,-10.48213,-3.99365
6397,22.7967,-1.2139,-10.32651,-3.431
6398,22.7967,-1.40065,-10.2044,-1.68078
6399,22.7967,-1.40065,-10.2044,-1.68078
6400,22.8115,-1.38629,-10.16609,-1.21869
6401,22.8115,-1.24502,-10.02722,-0.34717
6402,22.8115,-1.15165,-9.96976,0.06225
6403,22.8116,-0.91222,-9.87638,0.82124
6404,22.8116,-0.6273,-9.85723,1.52515
6405,22.8116,-0.5028,-9.89075,1.83162
6406,22.8116,-0.22027,-9.9961,2.35357
6407,22.8127,-0.06225,-10.05117,2.57145
6408,22.8163,0.56026,-10.37679,3.04552
6409,22.8171,0.56026,-10.37679,3.04552
6410,22.8212,0.71828,-10.44622,3.07185
6411,22.8212,1.04869,-10.59467,2.98566
6412,22.8212,1.29051,-10.73114,2.72468
6413,22.8226,1.41262,-10.79339,2.53554
6414,22.8248,1.6305,-10.89634,2.08062
6415,22.8265,1.7167,-10.92986,1.80528
6416,22.8294,1.83641,-11.04,1.20671
6417,22.8311,1.87472,-11.18366,0.59617
6418,22.8364,1.76697,-11.48534,-0.28492
6419,22.8364,1.69515,-11.57871,-0.53632
6420,22.8368,1.61374,-11.65294,-0.75659
6421,22.8399,1.52515,-11.74152,-0.94574
6422,22.8431,1.31446,-11.93785,-1.23545
6423,22.8431,1.18517,-12.02405,-1.34558
6424,22.8451,0.96729,-12.11264,-1.49403
6425,22.847,0.8787,-12.07433,-1.56825
6426,22.8487,0.88109,-12.00968,-1.57064
6427,22.851,0.89785,-11.85405,-1.52755
6428,22.8563,1.05588,-11.37281,-1.28573
6429,22.8564,1.05588,-11.37281,-1.28573
6430,22.8569,1.12531,-11.24351,-1.18756
6431,22.8589,1.31206,-11.11662,-1.087
6432,22.8608,1.42699,-10.8724,-0.85715
6433,22.866,1.59938,-10.60903,-0.55787
6434,22.866,1.64966,-10.50608,-0.39027
6435,22.8672,1.76697,-10.28102,-0.07422
6436,22.872,1.89866,-10.06553,0.16042
6437,22.8721,1.98246,-9.94582,0.23224
6438,22.8768,2.4685,-9.40232,0.40942
6439,22.8776,2.4685,-9.40232,0.40942
6440,22.8786,2.61215,-9.27781,0.44294
6441,22.8794,2.91144,-9.05754,0.48604
6442,22.8835,3.04312,-8.93783,0.50519
6443,22.8836,3.24664,-8.75107,0.49322
6444,22.8857,3.37114,-8.61699,0.44773
6445,22.8865,3.42621,-8.56672,0.42379
6446,22.8887,3.5124,-8.45179,0.36632
6447,22.8902,3.58184,-8.30334,0.30407
6448,22.8953,3.69915,-8.04476,0.09338
6449,22.8955,3.74225,-8.04476,0.01676
6450,22.8963,3.74225,-7.95618,0.01676
6451,22.8982,3.8045,-7.79576,-0.11253
6452,22.9009,3.80211,-7.65689,-0.20591
6453,22.9025,3.78774,-7.61858,-0.22027
6454,22.9051,3.66803,-7.55394,-0.19394
6455,22.9069,3.50043,-7.50605,-0.15323
6456,22.9087,3.40945,-7.4845,-0.15563
6457,22.9103,3.20354,-7.37197,-0.20112
6458,22.9162,2.89228,-7.11578,-0.22985
6459,22.9163,2.78694,-6.99128,-0.23703
6460,22.9173,2.67201,-6.8572,-0.24182
6461,22.919,2.52596,-6.72073,-0.22027
6462,22.9215,2.1309,-6.51243,-0.1269
6463,22.9232,1.6712,-6.37595,0.0
6464,22.9248,1.47966,-6.30652,0.01437
6465,22.9268,1.18517,-6.1485,-0.02155
6466,22.9287,0.97686,-6.08864,-0.0431
6467,22.9308,0.91222,-6.00005,0.00239
6468,22.9364,0.48843,-5.95935,0.4166
6469,22.9364,0.48843,-5.95935,0.4166
6470,22.9368,0.41182,-5.95935,0.51716
6471,22.9444,0.27055,-5.98808,0.75899
6472,22.9445,0.13887,-5.98808,0.91701
6473,22.9445,-0.35675,-6.02639,1.2977
6474,22.9445,-0.76617,-6.01921,1.53952
6475,22.9465,-0.90743,-5.99526,1.58022
6476,22.9493,-1.23784,-5.99048,1.62332
6477,22.9516,-1.36713,-5.9785,1.61374
6478,22.9557,-1.45811,-5.73668,1.56107
6479,22.9557,-1.45811,-5.73668,1.56107
6480,22.9572,-1.44375,-5.70077,1.55867
6481,22.9592,-1.41502,-5.66007,1.5874
6482,22.9605,-1.36234,-5.63612,1.71909
6483,22.9627,-1.32643,-5.62894,1.81725
6484,22.9647,-1.24023,-5.64091,2.01119
6485,22.9662,-1.15643,-5.64331,2.07823
6486,22.9688,-0.93616,-5.6457,2.07105
6487,22.9702,-0.68716,-5.66007,1.95852
6488,22.9759,-0.34238,-5.78696,1.66642
6489,22.9767,-0.23224,-5.85161,1.57064
6490,22.977,-0.15802,-5.93062,1.48445
6491,22.9784,-0.07901,-6.0216,1.38389
6492,22.9804,0.00479,-6.22511,1.18277
6493,22.9825,0.00479,-6.34243,1.07503
6494,22.9846,-0.00479,-6.53876,0.85476
6495,22.9863,0.01437,-6.78537,0.68237
6496,22.9884,0.0431,-6.90988,0.62969
6497,22.9903,0.11253,-7.15409,0.56505
6498,22.9954,0.31126,-7.58746,0.50998
6499,22.9954,0.31126,-7.58746,0.50998
6500,22.9966,0.38069,-7.6928,0.45252
6501,22.9984,0.5866,-7.90111,0.33041
6502,23.0005,0.70392,-7.99927,0.2514
6503,23.0025,0.90743,-8.21236,0.09338
6504,23.005,0.98884,-8.31532,0.00718
6505,23.0076,1.1708,-8.52362,-0.16281
6506,23.0086,1.39107,-8.73192,-0.31844
6507,23.0108,1.5036,-8.80854,-0.36632
6508,23.0162,1.9657,-8.98571,-0.47646
6509,23.0162,1.9657,-8.98571,-0.47646
6510,23.017,2.10457,-9.00726,-0.50759
6511,23.0186,2.37512,-9.06951,-0.59617
6512,23.0211,2.51159,-9.09585,-0.64167
6513,23.0228,2.73905,-9.17247,-0.69913
6514,23.0259,2.98566,-9.19162,-0.77814
6515,23.0272,3.11256,-9.20599,-0.76617
6516,23.0289,3.40705,-9.25387,-0.68476
6517,23.0311,3.67761,-9.2826,-0.60815
6518,23.0363,3.97689,-9.36401,-0.59857
6519,23.0364,3.97689,-9.36401,-0.59857
6520,23.0373,4.12294,-9.37359,-0.65124
6521,23.0393,4.18998,-9.35204,-0.668
6522,23.0406,4.37195,-9.33049,-0.77575
6523,23.0428,4.42462,-9.31612,-0.86673
6524,23.0461,4.40786,-9.33288,-0.97208
6525,23.0472,4.42701,-9.30415,-1.07982
6526,23.0489,4.45814,-9.26824,-1.16841
6527,23.0504,4.51321,-9.17486,-1.3791
6528,23.0621,4.59701,-8.92346,-1.54431
6529,23.0621,4.59701,-8.92346,-1.54431
6530,23.0656,4.65208,-8.83248,-1.58022
6531,23.0656,4.70236,-8.74629,-1.62092
6532,23.0656,4.8077,-8.59545,-1.73106
6533,23.0656,4.87235,-8.48052,-1.7574
6534,23.0656,4.89629,-8.43982,-1.72388
6535,23.0666,4.98727,-8.35123,-1.60416
6536,23.0714,5.08305,-8.26982,-1.38389
6537,23.0715,5.15008,-8.24588,-1.28573
6538,23.0756,5.36796,-8.198,-0.77814
6539,23.0759,5.36796,-8.198,-0.77814
6540,23.0764,5.40867,-8.17645,-0.66561
6541,23.0787,5.44219,-8.18124,-0.44055
6542,23.0809,5.42543,-8.21236,-0.35675
6543,23.0829,5.43261,-8.29616,-0.21548
6544,23.0847,5.38951,-8.34884,-0.06943
6545,23.0864,5.36796,-8.39433,0.01437
6546,23.0886,5.37275,-8.4901,0.17478
6547,23.091,5.37994,-8.53559,0.28013
6548,23.0965,5.40388,-8.67685,0.82363
6549,23.0966,5.40388,-8.67685,0.82363
6550,23.0966,5.40867,-8.70798,0.96489
6551,23.0983,5.43261,-8.75826,1.19235
6552,23.1004,5.45895,-8.83727,1.35277
6553,23.1024,5.48528,-8.88755,1.42938
6554,23.1046,5.50923,-9.01684,1.58262
6555,23.1066,5.49725,-9.09824,1.70951
6556,23.1084,5.52838,-9.23711,1.68078
6557,23.1107,5.54035,-9.44302,1.48924
6558,23.1165,5.46613,-9.79258,0.95771
6559,23.1165,5.44937,-9.93624,0.73744
6560,23.1169,5.42782,-10.09187,0.51237
6561,23.1194,5.41824,-10.24989,0.28971
6562,23.1208,5.3943,-10.57551,-0.10774
6563,23.1229,5.3105,-10.93465,-0.42139
6564,23.1252,5.23628,-11.11901,-0.5435
6565,23.127,5.09741,-11.48055,-0.68237
6566,23.1284,5.03277,-11.64815,-0.67997
6567,23.131,4.86517,-11.91391,-0.55308
6568,23.1361,4.5587,-12.14855,0.13647
6569,23.1361,4.5587,-12.14855,0.13647
6570,23.1372,4.52518,-12.127,0.33041
6571,23.1387,4.48927,-12.01926,0.6704
6572,23.1409,4.47251,-11.93067,0.80448
6573,23.1425,4.518,-11.68167,0.99602
6574,23.1452,4.5587,-11.53562,1.03912
6575,23.1492,4.7239,-11.19802,1.04869
6576,23.1492,4.96812,-10.81254,0.97926
6577,23.1503,5.13333,-10.60664,0.89785
6578,23.1566,5.85161,-9.87878,0.51237
6579,23.1568,5.85161,-9.87878,0.51237
6580,23.1569,6.01442,-9.7447,0.42618
6581,23.16,6.34722,-9.52682,0.30647
6582,23.1616,6.692,-9.43823,0.27295
6583,23.163,6.84044,-9.33049,0.20591
6584,23.1645,7.13254,-9.30655,0.22267
6585,23.1675,7.2762,-9.31133,0.23943
6586,23.1683,7.53239,-9.39035,0.28252
6587,23.1703,7.75745,-9.53879,0.40224
6588,23.1759,7.91547,-9.83568,0.78053
6589,23.177,7.93942,-9.83568,0.78053
6590,23.1775,7.9442,-10.03201,1.13249
6591,23.1784,7.93223,-10.14215,1.33601
6592,23.1805,7.81012,-10.35763,1.68557
6593,23.1825,7.68083,-10.4558,1.81965
6594,23.1845,7.32648,-10.68086,1.98964
6595,23.1866,6.8572,-10.93705,2.05189
6596,23.1886,6.57947,-11.06873,2.03034
6597,23.1986,5.95456,-11.34886,1.92021
6598,23.1992,4.78376,-11.88518,1.70472
6599,23.1993,4.78376,-11.88518,1.70472
