"user_id","experiment_group","UserType","is_verified","user_revenue","exposed_items"
1836440,"30_discount",Company,0,37.769230769230774,1
1837921,"60_discount",Private,0,,1
1843406,no_discount,Company,0,,1
1843920,"30_discount",Shop,1,57.07692307692308,3
1846655,no_discount,Shop,1,78.98307692307692,6
1847632,"30_discount",Private,0,47.0,1
1847650,"30_discount",Company,0,,1
1848981,"30_discount",Private,0,85.61538461538461,3
1850000,no_discount,Private,0,119.3076923076923,3
1850245,no_discount,Private,0,,1
1850376,"30_discount",Company,0,113.30769230769232,3
1850489,"30_discount",Private,0,35.30769230769231,1
1850977,no_discount,Private,0,26.923076923076923,1
1852269,no_discount,Private,0,,1
1853858,"60_discount",Private,0,,1
1853903,"30_discount",Company,0,98.61538461538461,2
1855043,"60_discount",Company,0,,1
1855807,"60_discount",Company,0,55.84615384615385,2
1856814,"60_discount",Private,0,92.92307692307692,4
1858651,"60_discount",Company,0,,1
1860777,"30_discount",Company,0,26.23076923076923,1
1862460,"30_discount",Private,0,122.6923076923077,5
1864290,"30_discount",Private,0,,1
1866086,no_discount,Company,0,76.61538461538461,3
1866610,"60_discount",Shop,0,30.76923076923077,1
1867379,no_discount,Private,0,148.92307692307693,4
1867478,"60_discount",Private,0,,1
1867920,"30_discount",Private,0,80.15384615384616,2
1872010,"30_discount",Company,0,235.46153846153848,5
1872107,"60_discount",Private,0,,1
1872389,"30_discount",Company,0,,1
1872622,"60_discount",Private,0,64.0,4
1873245,"30_discount",Private,0,,1
1873289,no_discount,Private,0,57.69230769230769,2
1873686,"30_discount",Private,0,,1
1874520,"60_discount",Private,0,32.0,1
1875923,"30_discount",Company,0,131.53846153846155,1
1876543,"60_discount",Private,0,40.07692307692308,1
1877977,"30_discount",Private,0,,1
1878180,"30_discount",Company,0,70.0,2
1878512,"60_discount",Private,0,255.46153846153845,6
1879201,"60_discount",Private,0,155.69230769230768,5
1880784,no_discount,Private,0,,1
1881044,"30_discount",Company,0,,1
1882579,"30_discount",Private,0,52.46153846153846,2
1883258,"60_discount",Private,0,53.38461538461539,2
1883493,"60_discount",Private,0,129.0769230769231,2
1883525,"60_discount",Company,0,87.07692307692308,3
1884666,"60_discount",Company,0,40.07692307692308,1
1884880,no_discount,Company,0,,1
1885102,no_discount,Private,1,111.61538461538461,3
1887025,no_discount,Company,0,40.07692307692308,1
1887480,no_discount,Private,0,,1
1887512,"60_discount",Private,0,51.61538461538461,1
1887983,"60_discount",Private,0,31.923076923076923,2
1888328,"60_discount",Private,0,28.53846153846154,1
1888447,"60_discount",Private,0,32.0,1
1889049,"60_discount",Company,0,53.92307692307692,1
1890759,"30_discount",Company,0,72.07692307692307,2
1892085,"60_discount",Company,0,,1
1893260,no_discount,Private,0,37.769230769230774,1
1893438,"30_discount",Company,0,,1
